id;Country;League;Div;Season;Date;HomeTeam;AwayTeam;Referee;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
0;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;Arsenal;Sunderland;C Foy;0.0;0.0;D;0.0;0.0;D;14.0;3.0;4.0;2.0;12.0;8.0;7.0;0.0;0.0;0.0;0.0;0.0
1;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;Fulham;Norwich;M Oliver;5.0;0.0;H;2.0;0.0;H;11.0;4.0;9.0;2.0;12.0;11.0;6.0;3.0;0.0;0.0;0.0;0.0
2;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;Newcastle;Tottenham;M Atkinson;2.0;1.0;H;0.0;0.0;D;6.0;12.0;4.0;6.0;12.0;8.0;3.0;5.0;2.0;2.0;0.0;0.0
3;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;QPR;Swansea;L Probert;0.0;5.0;A;0.0;1.0;A;20.0;12.0;11.0;8.0;11.0;14.0;5.0;3.0;2.0;2.0;0.0;0.0
4;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;Reading;Stoke;K Friend;1.0;1.0;D;0.0;1.0;A;9.0;6.0;3.0;3.0;9.0;14.0;4.0;3.0;2.0;4.0;0.0;1.0
5;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;West Brom;Liverpool;P Dowd;3.0;0.0;H;1.0;0.0;H;15.0;14.0;10.0;7.0;10.0;11.0;7.0;3.0;1.0;4.0;0.0;1.0
6;England;Premier League;E0;2012-2013;2012-08-18 00:00:00;West Ham;Aston Villa;M Dean;1.0;0.0;H;1.0;0.0;H;8.0;10.0;4.0;6.0;17.0;8.0;6.0;4.0;0.0;1.0;0.0;0.0
7;England;Premier League;E0;2012-2013;2012-08-19 00:00:00;Man City;Southampton;H Webb;3.0;2.0;H;1.0;0.0;H;20.0;9.0;15.0;6.0;4.0;6.0;7.0;3.0;1.0;2.0;0.0;0.0
8;England;Premier League;E0;2012-2013;2012-08-19 00:00:00;Wigan;Chelsea;M Jones;0.0;2.0;A;0.0;2.0;A;12.0;5.0;4.0;3.0;16.0;11.0;7.0;1.0;2.0;2.0;0.0;0.0
9;England;Premier League;E0;2012-2013;2012-08-20 00:00:00;Everton;Man United;A Marriner;1.0;0.0;H;0.0;0.0;D;16.0;12.0;7.0;7.0;12.0;11.0;6.0;8.0;1.0;2.0;0.0;0.0
10;England;Premier League;E0;2012-2013;2012-08-22 00:00:00;Chelsea;Reading;L Mason;4.0;2.0;H;1.0;2.0;A;23.0;7.0;11.0;5.0;11.0;14.0;1.0;5.0;0.0;2.0;0.0;0.0
11;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Aston Villa;Everton;M Oliver;1.0;3.0;A;0.0;3.0;A;7.0;19.0;3.0;11.0;10.0;7.0;1.0;9.0;1.0;0.0;1.0;0.0
12;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Chelsea;Newcastle;P Dowd;2.0;0.0;H;2.0;0.0;H;11.0;11.0;6.0;5.0;8.0;10.0;2.0;3.0;1.0;0.0;0.0;0.0
13;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Man United;Fulham;K Friend;3.0;2.0;H;3.0;1.0;H;20.0;14.0;11.0;11.0;12.0;7.0;8.0;8.0;0.0;1.0;0.0;0.0
14;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Norwich;QPR;M Clattenburg;1.0;1.0;D;1.0;1.0;D;13.0;6.0;4.0;4.0;15.0;14.0;6.0;2.0;0.0;2.0;0.0;0.0
15;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Southampton;Wigan;A Taylor;0.0;2.0;A;0.0;0.0;D;14.0;12.0;9.0;8.0;11.0;9.0;10.0;3.0;0.0;0.0;0.0;0.0
16;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Swansea;West Ham;M Atkinson;3.0;0.0;H;2.0;0.0;H;10.0;7.0;7.0;6.0;13.0;17.0;5.0;4.0;2.0;4.0;0.0;0.0
17;England;Premier League;E0;2012-2013;2012-08-25 00:00:00;Tottenham;West Brom;M Dean;1.0;1.0;D;0.0;0.0;D;18.0;10.0;10.0;5.0;8.0;7.0;7.0;5.0;1.0;2.0;0.0;0.0
18;England;Premier League;E0;2012-2013;2012-08-26 00:00:00;Liverpool;Man City;A Marriner;2.0;2.0;D;1.0;0.0;H;15.0;11.0;8.0;5.0;10.0;7.0;4.0;4.0;1.0;0.0;0.0;0.0
19;England;Premier League;E0;2012-2013;2012-08-26 00:00:00;Stoke;Arsenal;L Mason;0.0;0.0;D;0.0;0.0;D;7.0;16.0;4.0;6.0;9.0;9.0;0.0;11.0;2.0;0.0;0.0;0.0
20;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;Man City;QPR;C Foy;3.0;1.0;H;1.0;0.0;H;19.0;9.0;12.0;5.0;12.0;3.0;8.0;3.0;2.0;1.0;0.0;0.0
21;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;Swansea;Sunderland;R East;2.0;2.0;D;1.0;2.0;A;14.0;4.0;10.0;3.0;11.0;7.0;8.0;0.0;1.0;1.0;1.0;0.0
22;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;Tottenham;Norwich;M Halsey;1.0;1.0;D;0.0;0.0;D;15.0;10.0;9.0;4.0;7.0;12.0;4.0;2.0;1.0;0.0;1.0;0.0
23;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;West Brom;Everton;J Moss;2.0;0.0;H;0.0;0.0;D;14.0;12.0;8.0;5.0;11.0;15.0;6.0;3.0;1.0;4.0;0.0;0.0
24;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;West Ham;Fulham;A Taylor;3.0;0.0;H;3.0;0.0;H;17.0;14.0;12.0;13.0;12.0;5.0;6.0;6.0;0.0;0.0;0.0;0.0
25;England;Premier League;E0;2012-2013;2012-01-09 00:00:00;Wigan;Stoke;M Atkinson;2.0;2.0;D;1.0;1.0;D;9.0;16.0;5.0;8.0;13.0;11.0;2.0;1.0;1.0;2.0;0.0;0.0
26;England;Premier League;E0;2012-2013;2012-02-09 00:00:00;Liverpool;Arsenal;H Webb;0.0;2.0;A;0.0;1.0;A;17.0;11.0;8.0;7.0;12.0;7.0;10.0;2.0;2.0;2.0;0.0;0.0
27;England;Premier League;E0;2012-2013;2012-02-09 00:00:00;Newcastle;Aston Villa;L Probert;1.0;1.0;D;0.0;1.0;A;16.0;13.0;6.0;9.0;6.0;20.0;10.0;6.0;1.0;4.0;0.0;0.0
28;England;Premier League;E0;2012-2013;2012-02-09 00:00:00;Southampton;Man United;M Dean;2.0;3.0;A;1.0;1.0;D;15.0;18.0;8.0;9.0;9.0;4.0;4.0;7.0;1.0;0.0;0.0;0.0
29;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Arsenal;Southampton;K Friend;6.0;1.0;H;4.0;1.0;H;20.0;9.0;12.0;4.0;4.0;7.0;8.0;3.0;0.0;0.0;0.0;0.0
30;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Aston Villa;Swansea;L Mason;2.0;0.0;H;1.0;0.0;H;17.0;10.0;13.0;5.0;11.0;4.0;11.0;5.0;3.0;1.0;0.0;0.0
31;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Fulham;West Brom;R East;3.0;0.0;H;2.0;0.0;H;23.0;10.0;14.0;8.0;6.0;10.0;5.0;4.0;0.0;0.0;0.0;1.0
32;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Man United;Wigan;M Oliver;4.0;0.0;H;0.0;0.0;D;17.0;8.0;10.0;4.0;10.0;14.0;5.0;5.0;2.0;2.0;0.0;0.0
33;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Norwich;West Ham;C Foy;0.0;0.0;D;0.0;0.0;D;20.0;9.0;14.0;4.0;10.0;12.0;8.0;5.0;0.0;1.0;0.0;0.0
34;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;QPR;Chelsea;A Marriner;0.0;0.0;D;0.0;0.0;D;10.0;13.0;6.0;9.0;16.0;17.0;2.0;4.0;0.0;2.0;0.0;0.0
35;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Stoke;Man City;M Clattenburg;1.0;1.0;D;1.0;1.0;D;4.0;15.0;3.0;11.0;12.0;12.0;6.0;5.0;0.0;1.0;0.0;0.0
36;England;Premier League;E0;2012-2013;2012-09-15 00:00:00;Sunderland;Liverpool;M Atkinson;1.0;1.0;D;1.0;0.0;H;6.0;20.0;4.0;9.0;18.0;10.0;2.0;7.0;1.0;2.0;0.0;0.0
37;England;Premier League;E0;2012-2013;2012-09-16 00:00:00;Reading;Tottenham;H Webb;1.0;3.0;A;0.0;1.0;A;4.0;22.0;2.0;11.0;4.0;9.0;7.0;4.0;0.0;1.0;0.0;0.0
38;England;Premier League;E0;2012-2013;2012-09-17 00:00:00;Everton;Newcastle;M Jones;2.0;2.0;D;1.0;0.0;H;17.0;11.0;10.0;7.0;16.0;12.0;3.0;3.0;3.0;3.0;0.0;0.0
39;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;Chelsea;Stoke;M Oliver;1.0;0.0;H;0.0;0.0;D;17.0;13.0;9.0;6.0;12.0;15.0;13.0;3.0;2.0;1.0;0.0;0.0
40;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;Southampton;Aston Villa;J Moss;4.0;1.0;H;0.0;1.0;A;12.0;8.0;4.0;2.0;5.0;13.0;1.0;4.0;1.0;3.0;0.0;0.0
41;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;Swansea;Everton;A Taylor;0.0;3.0;A;0.0;2.0;A;18.0;30.0;11.0;19.0;23.0;7.0;8.0;3.0;4.0;1.0;1.0;0.0
42;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;West Brom;Reading;C Foy;1.0;0.0;H;0.0;0.0;D;9.0;8.0;4.0;1.0;14.0;6.0;9.0;1.0;1.0;0.0;0.0;0.0
43;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;West Ham;Sunderland;L Mason;1.0;1.0;D;0.0;1.0;A;20.0;4.0;11.0;2.0;12.0;10.0;10.0;1.0;2.0;1.0;0.0;0.0
44;England;Premier League;E0;2012-2013;2012-09-22 00:00:00;Wigan;Fulham;L Probert;1.0;2.0;A;0.0;1.0;A;18.0;12.0;9.0;9.0;7.0;13.0;8.0;7.0;0.0;3.0;0.0;0.0
45;England;Premier League;E0;2012-2013;2012-09-23 00:00:00;Liverpool;Man United;M Halsey;1.0;2.0;A;0.0;0.0;D;13.0;8.0;8.0;4.0;14.0;7.0;7.0;3.0;1.0;2.0;1.0;0.0
46;England;Premier League;E0;2012-2013;2012-09-23 00:00:00;Man City;Arsenal;M Dean;1.0;1.0;D;1.0;0.0;H;14.0;10.0;10.0;4.0;11.0;7.0;9.0;4.0;1.0;0.0;0.0;0.0
47;England;Premier League;E0;2012-2013;2012-09-23 00:00:00;Newcastle;Norwich;N Swarbrick;1.0;0.0;H;1.0;0.0;H;16.0;8.0;8.0;3.0;11.0;19.0;4.0;5.0;1.0;1.0;0.0;0.0
48;England;Premier League;E0;2012-2013;2012-09-23 00:00:00;Tottenham;QPR;P Dowd;2.0;1.0;H;0.0;1.0;A;18.0;9.0;14.0;6.0;7.0;12.0;10.0;9.0;0.0;2.0;0.0;0.0
49;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Arsenal;Chelsea;M Atkinson;1.0;2.0;A;1.0;1.0;D;14.0;10.0;5.0;5.0;14.0;13.0;6.0;5.0;2.0;3.0;0.0;0.0
50;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Everton;Southampton;L Probert;3.0;1.0;H;3.0;1.0;H;17.0;8.0;9.0;2.0;2.0;3.0;10.0;3.0;0.0;0.0;0.0;0.0
51;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Fulham;Man City;M Halsey;1.0;2.0;A;1.0;1.0;D;7.0;21.0;3.0;12.0;7.0;12.0;2.0;4.0;0.0;1.0;0.0;0.0
52;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Man United;Tottenham;C Foy;2.0;3.0;A;0.0;2.0;A;15.0;10.0;8.0;6.0;5.0;7.0;9.0;5.0;0.0;0.0;0.0;0.0
53;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Norwich;Liverpool;M Jones;2.0;5.0;A;0.0;2.0;A;10.0;10.0;7.0;6.0;5.0;2.0;5.0;5.0;1.0;0.0;0.0;0.0
54;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Reading;Newcastle;A Marriner;2.0;2.0;D;0.0;0.0;D;14.0;8.0;7.0;3.0;6.0;8.0;6.0;3.0;0.0;3.0;0.0;0.0
55;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Stoke;Swansea;J Moss;2.0;0.0;H;2.0;0.0;H;10.0;8.0;5.0;0.0;10.0;8.0;6.0;8.0;1.0;1.0;0.0;0.0
56;England;Premier League;E0;2012-2013;2012-09-29 00:00:00;Sunderland;Wigan;H Webb;1.0;0.0;H;0.0;0.0;D;11.0;8.0;6.0;3.0;20.0;16.0;8.0;1.0;2.0;5.0;0.0;1.0
57;England;Premier League;E0;2012-2013;2012-09-30 00:00:00;Aston Villa;West Brom;A Taylor;1.0;1.0;D;0.0;0.0;D;19.0;14.0;8.0;7.0;9.0;11.0;11.0;4.0;1.0;1.0;0.0;0.0
58;England;Premier League;E0;2012-2013;2012-01-10 00:00:00;QPR;West Ham;M Clattenburg;1.0;2.0;A;0.0;2.0;A;13.0;17.0;9.0;10.0;9.0;21.0;4.0;13.0;1.0;8.0;1.0;0.0
59;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;Chelsea;Norwich;A Taylor;4.0;1.0;H;3.0;1.0;H;20.0;7.0;13.0;4.0;7.0;1.0;10.0;2.0;0.0;0.0;0.0;0.0
60;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;Man City;Sunderland;L Probert;3.0;0.0;H;1.0;0.0;H;26.0;8.0;16.0;6.0;10.0;10.0;15.0;4.0;0.0;3.0;0.0;0.0
61;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;Swansea;Reading;M Dean;2.0;2.0;D;0.0;2.0;A;25.0;8.0;16.0;6.0;8.0;11.0;11.0;3.0;1.0;3.0;0.0;0.0
62;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;West Brom;QPR;M Jones;3.0;2.0;H;2.0;1.0;H;13.0;13.0;8.0;6.0;16.0;12.0;2.0;5.0;2.0;2.0;0.0;0.0
63;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;West Ham;Arsenal;P Dowd;1.0;3.0;A;1.0;1.0;D;7.0;20.0;3.0;14.0;12.0;7.0;4.0;16.0;3.0;2.0;0.0;0.0
64;England;Premier League;E0;2012-2013;2012-06-10 00:00:00;Wigan;Everton;K Friend;2.0;2.0;D;2.0;1.0;H;10.0;16.0;6.0;11.0;14.0;14.0;7.0;6.0;2.0;5.0;0.0;0.0
65;England;Premier League;E0;2012-2013;2012-07-10 00:00:00;Liverpool;Stoke;L Mason;0.0;0.0;D;0.0;0.0;D;16.0;5.0;5.0;3.0;9.0;16.0;5.0;5.0;0.0;6.0;0.0;0.0
66;England;Premier League;E0;2012-2013;2012-07-10 00:00:00;Newcastle;Man United;H Webb;0.0;3.0;A;0.0;2.0;A;13.0;12.0;3.0;9.0;15.0;12.0;8.0;6.0;4.0;4.0;0.0;0.0
67;England;Premier League;E0;2012-2013;2012-07-10 00:00:00;Southampton;Fulham;M Clattenburg;2.0;2.0;D;1.0;0.0;H;13.0;14.0;6.0;5.0;13.0;5.0;8.0;8.0;4.0;0.0;0.0;0.0
68;England;Premier League;E0;2012-2013;2012-07-10 00:00:00;Tottenham;Aston Villa;N Swarbrick;2.0;0.0;H;0.0;0.0;D;23.0;8.0;10.0;5.0;7.0;10.0;8.0;0.0;1.0;3.0;0.0;0.0
69;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Fulham;Aston Villa;C Foy;1.0;0.0;H;0.0;0.0;D;17.0;9.0;8.0;4.0;7.0;11.0;6.0;4.0;1.0;2.0;0.0;0.0
70;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Liverpool;Reading;R East;1.0;0.0;H;1.0;0.0;H;23.0;8.0;13.0;5.0;13.0;6.0;6.0;5.0;1.0;1.0;0.0;0.0
71;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Man United;Stoke;A Taylor;4.0;2.0;H;2.0;1.0;H;13.0;8.0;8.0;6.0;9.0;10.0;3.0;3.0;1.0;1.0;0.0;0.0
72;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Norwich;Arsenal;L Probert;1.0;0.0;H;1.0;0.0;H;7.0;13.0;3.0;7.0;9.0;9.0;2.0;10.0;4.0;0.0;0.0;0.0
73;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Swansea;Wigan;M Jones;2.0;1.0;H;0.0;0.0;D;18.0;10.0;11.0;7.0;13.0;11.0;9.0;2.0;2.0;3.0;0.0;0.0
74;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;Tottenham;Chelsea;M Dean;2.0;4.0;A;0.0;1.0;A;23.0;11.0;16.0;7.0;7.0;8.0;7.0;4.0;3.0;2.0;0.0;0.0
75;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;West Brom;Man City;M Clattenburg;1.0;2.0;A;0.0;0.0;D;16.0;21.0;8.0;13.0;11.0;15.0;6.0;9.0;4.0;3.0;0.0;1.0
76;England;Premier League;E0;2012-2013;2012-10-20 00:00:00;West Ham;Southampton;N Swarbrick;4.0;1.0;H;0.0;0.0;D;9.0;11.0;8.0;4.0;10.0;12.0;6.0;3.0;0.0;2.0;0.0;0.0
77;England;Premier League;E0;2012-2013;2012-10-21 00:00:00;QPR;Everton;J Moss;1.0;1.0;D;1.0;1.0;D;14.0;10.0;6.0;4.0;12.0;18.0;5.0;4.0;2.0;1.0;0.0;1.0
78;England;Premier League;E0;2012-2013;2012-10-21 00:00:00;Sunderland;Newcastle;M Atkinson;1.0;1.0;D;0.0;1.0;A;16.0;10.0;6.0;7.0;14.0;15.0;8.0;4.0;0.0;4.0;0.0;1.0
79;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Arsenal;QPR;A Taylor;1.0;0.0;H;0.0;0.0;D;21.0;4.0;11.0;3.0;14.0;9.0;5.0;2.0;1.0;2.0;0.0;1.0
80;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Aston Villa;Norwich;P Dowd;1.0;1.0;D;1.0;0.0;H;7.0;14.0;5.0;6.0;12.0;7.0;3.0;8.0;2.0;0.0;1.0;0.0
81;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Man City;Swansea;M Atkinson;1.0;0.0;H;0.0;0.0;D;10.0;9.0;5.0;5.0;8.0;10.0;3.0;0.0;1.0;2.0;0.0;0.0
82;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Reading;Fulham;M Jones;3.0;3.0;D;1.0;0.0;H;15.0;16.0;9.0;8.0;6.0;17.0;6.0;8.0;1.0;1.0;0.0;0.0
83;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Stoke;Sunderland;M Halsey;0.0;0.0;D;0.0;0.0;D;11.0;6.0;6.0;3.0;12.0;6.0;7.0;3.0;2.0;2.0;0.0;0.0
84;England;Premier League;E0;2012-2013;2012-10-27 00:00:00;Wigan;West Ham;J Moss;2.0;1.0;H;1.0;0.0;H;17.0;15.0;13.0;11.0;10.0;16.0;6.0;6.0;3.0;4.0;0.0;0.0
85;England;Premier League;E0;2012-2013;2012-10-28 00:00:00;Chelsea;Man United;M Clattenburg;2.0;3.0;A;1.0;2.0;A;14.0;15.0;11.0;7.0;13.0;11.0;8.0;6.0;2.0;2.0;2.0;0.0
86;England;Premier League;E0;2012-2013;2012-10-28 00:00:00;Everton;Liverpool;A Marriner;2.0;2.0;D;2.0;2.0;D;17.0;12.0;8.0;5.0;16.0;18.0;9.0;5.0;4.0;3.0;0.0;0.0
87;England;Premier League;E0;2012-2013;2012-10-28 00:00:00;Newcastle;West Brom;C Foy;2.0;1.0;H;1.0;0.0;H;10.0;8.0;6.0;4.0;13.0;7.0;6.0;4.0;3.0;2.0;0.0;0.0
88;England;Premier League;E0;2012-2013;2012-10-28 00:00:00;Southampton;Tottenham;L Mason;1.0;2.0;A;0.0;2.0;A;11.0;11.0;6.0;4.0;14.0;8.0;2.0;3.0;0.0;3.0;0.0;0.0
89;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Fulham;Everton;N Swarbrick;2.0;2.0;D;1.0;0.0;H;8.0;26.0;5.0;15.0;16.0;9.0;5.0;9.0;3.0;1.0;0.0;0.0
90;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Man United;Arsenal;M Dean;2.0;1.0;H;1.0;0.0;H;11.0;7.0;7.0;3.0;13.0;13.0;6.0;1.0;5.0;3.0;0.0;1.0
91;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Norwich;Stoke;A Marriner;1.0;0.0;H;1.0;0.0;H;12.0;8.0;8.0;3.0;11.0;13.0;9.0;1.0;1.0;5.0;0.0;0.0
92;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Sunderland;Aston Villa;M Jones;0.0;1.0;A;0.0;0.0;D;11.0;9.0;1.0;6.0;10.0;17.0;6.0;7.0;2.0;3.0;0.0;0.0
93;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Swansea;Chelsea;K Friend;1.0;1.0;D;0.0;0.0;D;9.0;11.0;7.0;7.0;12.0;9.0;8.0;6.0;4.0;1.0;0.0;0.0
94;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;Tottenham;Wigan;M Atkinson;0.0;1.0;A;0.0;0.0;D;13.0;7.0;10.0;4.0;10.0;11.0;9.0;3.0;1.0;1.0;0.0;0.0
95;England;Premier League;E0;2012-2013;2012-03-11 00:00:00;West Ham;Man City;H Webb;0.0;0.0;D;0.0;0.0;D;6.0;18.0;1.0;8.0;11.0;12.0;3.0;7.0;3.0;0.0;0.0;0.0
96;England;Premier League;E0;2012-2013;2012-04-11 00:00:00;Liverpool;Newcastle;A Taylor;1.0;1.0;D;0.0;1.0;A;20.0;10.0;12.0;3.0;10.0;13.0;14.0;3.0;0.0;1.0;0.0;1.0
97;England;Premier League;E0;2012-2013;2012-04-11 00:00:00;QPR;Reading;M Oliver;1.0;1.0;D;0.0;1.0;A;23.0;18.0;12.0;8.0;11.0;15.0;8.0;8.0;0.0;2.0;0.0;0.0
98;England;Premier League;E0;2012-2013;2012-05-11 00:00:00;West Brom;Southampton;M Halsey;2.0;0.0;H;1.0;0.0;H;16.0;9.0;6.0;5.0;6.0;12.0;8.0;6.0;1.0;0.0;0.0;0.0
99;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Arsenal;Fulham;P Dowd;3.0;3.0;D;2.0;2.0;D;15.0;9.0;9.0;5.0;12.0;10.0;8.0;6.0;1.0;2.0;0.0;0.0
100;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Aston Villa;Man United;K Friend;2.0;3.0;A;1.0;0.0;H;10.0;16.0;7.0;7.0;12.0;7.0;5.0;6.0;1.0;1.0;0.0;0.0
101;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Everton;Sunderland;L Mason;2.0;1.0;H;0.0;1.0;A;16.0;6.0;10.0;4.0;14.0;14.0;6.0;2.0;1.0;3.0;0.0;0.0
102;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Reading;Norwich;C Foy;0.0;0.0;D;0.0;0.0;D;7.0;10.0;3.0;3.0;9.0;16.0;10.0;3.0;0.0;1.0;0.0;0.0
103;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Southampton;Swansea;A Marriner;1.0;1.0;D;0.0;0.0;D;11.0;5.0;5.0;3.0;11.0;10.0;10.0;6.0;2.0;2.0;0.0;0.0
104;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Stoke;QPR;M Atkinson;1.0;0.0;H;0.0;0.0;D;10.0;17.0;5.0;8.0;11.0;16.0;5.0;5.0;2.0;3.0;0.0;0.0
105;England;Premier League;E0;2012-2013;2012-10-11 00:00:00;Wigan;West Brom;N Swarbrick;1.0;2.0;A;1.0;2.0;A;14.0;7.0;6.0;4.0;9.0;13.0;5.0;8.0;1.0;4.0;0.0;0.0
106;England;Premier League;E0;2012-2013;2012-11-11 00:00:00;Chelsea;Liverpool;H Webb;1.0;1.0;D;1.0;0.0;H;12.0;9.0;3.0;5.0;12.0;13.0;4.0;7.0;1.0;3.0;0.0;0.0
107;England;Premier League;E0;2012-2013;2012-11-11 00:00:00;Man City;Tottenham;M Oliver;2.0;1.0;H;0.0;1.0;A;16.0;6.0;8.0;2.0;16.0;7.0;8.0;2.0;1.0;2.0;0.0;0.0
108;England;Premier League;E0;2012-2013;2012-11-11 00:00:00;Newcastle;West Ham;M Dean;0.0;1.0;A;0.0;1.0;A;14.0;10.0;9.0;5.0;8.0;14.0;11.0;4.0;1.0;2.0;0.0;0.0
109;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Arsenal;Tottenham;H Webb;5.0;2.0;H;3.0;1.0;H;13.0;6.0;10.0;4.0;13.0;12.0;6.0;6.0;1.0;2.0;0.0;1.0
110;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Liverpool;Wigan;K Friend;3.0;0.0;H;0.0;0.0;D;22.0;9.0;11.0;3.0;9.0;11.0;10.0;5.0;0.0;3.0;0.0;0.0
111;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Man City;Aston Villa;J Moss;5.0;0.0;H;1.0;0.0;H;21.0;10.0;8.0;8.0;9.0;4.0;9.0;4.0;0.0;1.0;0.0;0.0
112;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Newcastle;Swansea;P Dowd;1.0;2.0;A;0.0;0.0;D;27.0;15.0;10.0;9.0;7.0;7.0;5.0;4.0;1.0;3.0;0.0;0.0
113;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Norwich;Man United;A Taylor;1.0;0.0;H;0.0;0.0;D;10.0;12.0;5.0;9.0;10.0;7.0;0.0;12.0;0.0;1.0;0.0;0.0
114;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;QPR;Southampton;M Dean;1.0;3.0;A;0.0;2.0;A;13.0;21.0;7.0;15.0;12.0;9.0;4.0;13.0;1.0;0.0;0.0;0.0
115;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;Reading;Everton;M Atkinson;2.0;1.0;H;0.0;1.0;A;12.0;21.0;4.0;11.0;11.0;11.0;7.0;13.0;3.0;2.0;0.0;0.0
116;England;Premier League;E0;2012-2013;2012-11-17 00:00:00;West Brom;Chelsea;M Oliver;2.0;1.0;H;1.0;1.0;D;8.0;19.0;6.0;12.0;7.0;13.0;0.0;12.0;0.0;0.0;0.0;0.0
117;England;Premier League;E0;2012-2013;2012-11-18 00:00:00;Fulham;Sunderland;L Probert;1.0;3.0;A;0.0;0.0;D;18.0;12.0;13.0;9.0;9.0;13.0;4.0;4.0;1.0;3.0;1.0;0.0
118;England;Premier League;E0;2012-2013;2012-11-19 00:00:00;West Ham;Stoke;C Foy;1.0;1.0;D;0.0;1.0;A;16.0;12.0;11.0;6.0;8.0;9.0;12.0;4.0;1.0;0.0;0.0;0.0
119;England;Premier League;E0;2012-2013;2012-11-24 00:00:00;Aston Villa;Arsenal;L Mason;0.0;0.0;D;0.0;0.0;D;10.0;13.0;8.0;6.0;6.0;9.0;7.0;6.0;1.0;0.0;0.0;0.0
