id;Country;League;Div;Season;Date;HomeTeam;AwayTeam;Referee;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
4106;England;Premier League;E0;2022-2023;2023-04-17 00:00:00;Leeds;Liverpool;C Pawson;1.0;6.0;A;0.0;2.0;A;13.0;13.0;3.0;7.0;6.0;12.0;4.0;2.0;0.0;1.0;0.0;0.0
4107;England;Premier League;E0;2022-2023;2023-04-21 00:00:00;Arsenal;Southampton;S Hooper;3.0;3.0;D;1.0;2.0;A;25.0;8.0;6.0;6.0;10.0;14.0;7.0;2.0;1.0;5.0;0.0;0.0
4108;England;Premier League;E0;2022-2023;2023-04-22 00:00:00;Fulham;Leeds;P Bankes;2.0;1.0;H;0.0;0.0;D;12.0;10.0;5.0;2.0;10.0;15.0;8.0;6.0;1.0;4.0;0.0;0.0
4109;England;Premier League;E0;2022-2023;2023-04-22 00:00:00;Brentford;Aston Villa;M Salisbury;1.0;1.0;D;0.0;0.0;D;6.0;14.0;5.0;2.0;12.0;8.0;8.0;4.0;3.0;2.0;0.0;0.0
4110;England;Premier League;E0;2022-2023;2023-04-22 00:00:00;Crystal Palace;Everton;J Brooks;0.0;0.0;D;0.0;0.0;D;12.0;10.0;2.0;5.0;12.0;14.0;8.0;1.0;1.0;1.0;0.0;1.0
4111;England;Premier League;E0;2022-2023;2023-04-22 00:00:00;Leicester;Wolves;A Madley;2.0;1.0;H;1.0;1.0;D;15.0;16.0;8.0;3.0;17.0;16.0;1.0;7.0;1.0;3.0;0.0;0.0
4112;England;Premier League;E0;2022-2023;2023-04-22 00:00:00;Liverpool;Nott'm Forest;M Oliver;3.0;2.0;H;0.0;0.0;D;18.0;11.0;6.0;5.0;9.0;12.0;9.0;3.0;0.0;1.0;0.0;0.0
4113;England;Premier League;E0;2022-2023;2023-04-23 00:00:00;Bournemouth;West Ham;A Taylor;0.0;4.0;A;0.0;3.0;A;17.0;18.0;5.0;10.0;7.0;8.0;8.0;5.0;1.0;2.0;0.0;0.0
4114;England;Premier League;E0;2022-2023;2023-04-23 00:00:00;Newcastle;Tottenham;D Coote;6.0;1.0;H;5.0;0.0;H;25.0;11.0;8.0;3.0;7.0;13.0;9.0;3.0;0.0;3.0;0.0;0.0
4115;England;Premier League;E0;2022-2023;2023-04-25 00:00:00;Wolves;Crystal Palace;R Jones;2.0;0.0;H;1.0;0.0;H;9.0;14.0;3.0;4.0;13.0;14.0;6.0;11.0;5.0;4.0;0.0;0.0
4116;England;Premier League;E0;2022-2023;2023-04-25 00:00:00;Aston Villa;Fulham;T Bramall;1.0;0.0;H;1.0;0.0;H;14.0;1.0;3.0;0.0;6.0;18.0;8.0;2.0;3.0;2.0;0.0;0.0
4117;England;Premier League;E0;2022-2023;2023-04-25 00:00:00;Leeds;Leicester;P Tierney;1.0;1.0;D;1.0;0.0;H;13.0;15.0;3.0;3.0;14.0;15.0;3.0;6.0;4.0;2.0;0.0;0.0
4118;England;Premier League;E0;2022-2023;2023-04-26 00:00:00;Nott'm Forest;Brighton;J Gillett;3.0;1.0;H;1.0;1.0;D;12.0;17.0;5.0;7.0;7.0;8.0;2.0;7.0;2.0;0.0;0.0;0.0
4119;England;Premier League;E0;2022-2023;2023-04-26 00:00:00;Chelsea;Brentford;A Madley;0.0;2.0;A;0.0;1.0;A;15.0;7.0;4.0;1.0;5.0;13.0;5.0;2.0;1.0;2.0;0.0;0.0
4120;England;Premier League;E0;2022-2023;2023-04-26 00:00:00;West Ham;Liverpool;C Kavanagh;1.0;2.0;A;1.0;1.0;D;7.0;20.0;2.0;4.0;6.0;8.0;3.0;6.0;0.0;0.0;0.0;0.0
4121;England;Premier League;E0;2022-2023;2023-04-26 00:00:00;Man City;Arsenal;M Oliver;4.0;1.0;H;2.0;0.0;H;14.0;8.0;9.0;2.0;13.0;13.0;1.0;3.0;3.0;1.0;0.0;0.0
4122;England;Premier League;E0;2022-2023;2023-04-27 00:00:00;Everton;Newcastle;A Marriner;1.0;4.0;A;0.0;1.0;A;13.0;15.0;5.0;8.0;8.0;6.0;3.0;14.0;2.0;1.0;0.0;0.0
4123;England;Premier League;E0;2022-2023;2023-04-27 00:00:00;Southampton;Bournemouth;D England;0.0;1.0;A;0.0;0.0;D;11.0;16.0;2.0;2.0;9.0;11.0;6.0;4.0;0.0;3.0;0.0;0.0
4124;England;Premier League;E0;2022-2023;2023-04-27 00:00:00;Tottenham;Man United;A Taylor;2.0;2.0;D;0.0;2.0;A;18.0;17.0;7.0;8.0;8.0;7.0;6.0;8.0;1.0;2.0;0.0;0.0
4125;England;Premier League;E0;2022-2023;2023-04-29 00:00:00;Crystal Palace;West Ham;C Pawson;4.0;3.0;H;3.0;2.0;H;16.0;8.0;6.0;4.0;9.0;17.0;8.0;5.0;1.0;2.0;0.0;0.0
4126;England;Premier League;E0;2022-2023;2023-04-29 00:00:00;Brentford;Nott'm Forest;P Bankes;2.0;1.0;H;0.0;1.0;A;14.0;5.0;8.0;3.0;6.0;13.0;6.0;0.0;1.0;2.0;0.0;0.0
4127;England;Premier League;E0;2022-2023;2023-04-29 00:00:00;Brighton;Wolves;D Coote;6.0;0.0;H;4.0;0.0;H;22.0;10.0;8.0;2.0;14.0;11.0;2.0;5.0;1.0;1.0;0.0;0.0
4128;England;Premier League;E0;2022-2023;2023-04-30 00:00:00;Bournemouth;Leeds;C Kavanagh;4.0;1.0;H;2.0;1.0;H;12.0;15.0;7.0;6.0;12.0;14.0;2.0;6.0;1.0;0.0;0.0;0.0
4129;England;Premier League;E0;2022-2023;2023-04-30 00:00:00;Fulham;Man City;S Hooper;1.0;2.0;A;1.0;2.0;A;4.0;12.0;1.0;9.0;9.0;10.0;2.0;5.0;1.0;3.0;0.0;0.0
4130;England;Premier League;E0;2022-2023;2023-04-30 00:00:00;Man United;Aston Villa;J Gillett;1.0;0.0;H;1.0;0.0;H;14.0;7.0;6.0;1.0;16.0;7.0;1.0;4.0;2.0;0.0;0.0;0.0
4131;England;Premier League;E0;2022-2023;2023-04-30 00:00:00;Newcastle;Southampton;A Taylor;3.0;1.0;H;0.0;1.0;A;22.0;4.0;5.0;3.0;7.0;10.0;11.0;2.0;1.0;4.0;0.0;0.0
4132;England;Premier League;E0;2022-2023;2023-04-30 00:00:00;Liverpool;Tottenham;P Tierney;4.0;3.0;H;3.0;1.0;H;12.0;10.0;4.0;7.0;12.0;6.0;5.0;2.0;3.0;2.0;0.0;0.0
4133;England;Premier League;E0;2022-2023;2023-01-05 00:00:00;Leicester;Everton;M Oliver;2.0;2.0;D;2.0;1.0;H;15.0;23.0;6.0;8.0;10.0;12.0;2.0;9.0;4.0;1.0;0.0;0.0
4134;England;Premier League;E0;2022-2023;2023-02-05 00:00:00;Arsenal;Chelsea;R Jones;3.0;1.0;H;3.0;0.0;H;16.0;7.0;10.0;4.0;10.0;10.0;7.0;2.0;0.0;2.0;0.0;0.0
4135;England;Premier League;E0;2022-2023;2023-03-05 00:00:00;Liverpool;Fulham;S Attwell;1.0;0.0;H;1.0;0.0;H;15.0;9.0;3.0;3.0;10.0;8.0;7.0;5.0;0.0;0.0;0.0;0.0
4136;England;Premier League;E0;2022-2023;2023-03-05 00:00:00;Man City;West Ham;J Brooks;3.0;0.0;H;0.0;0.0;D;16.0;6.0;7.0;2.0;8.0;8.0;6.0;3.0;0.0;1.0;0.0;0.0
4137;England;Premier League;E0;2022-2023;2023-04-05 00:00:00;Brighton;Man United;A Marriner;1.0;0.0;H;0.0;0.0;D;22.0;16.0;6.0;5.0;10.0;14.0;8.0;6.0;4.0;4.0;0.0;0.0
4138;England;Premier League;E0;2022-2023;2023-06-05 00:00:00;Bournemouth;Chelsea;J Brooks;1.0;3.0;A;1.0;1.0;D;10.0;11.0;4.0;5.0;9.0;11.0;7.0;7.0;1.0;3.0;0.0;0.0
4139;England;Premier League;E0;2022-2023;2023-06-05 00:00:00;Man City;Leeds;A Madley;2.0;1.0;H;2.0;0.0;H;18.0;4.0;6.0;2.0;3.0;16.0;10.0;1.0;0.0;3.0;0.0;0.0
4140;England;Premier League;E0;2022-2023;2023-06-05 00:00:00;Tottenham;Crystal Palace;D England;1.0;0.0;H;1.0;0.0;H;8.0;7.0;3.0;2.0;15.0;14.0;8.0;4.0;3.0;5.0;0.0;0.0
4141;England;Premier League;E0;2022-2023;2023-06-05 00:00:00;Wolves;Aston Villa;S Attwell;1.0;0.0;H;1.0;0.0;H;6.0;16.0;2.0;3.0;20.0;9.0;5.0;6.0;3.0;3.0;0.0;0.0
4142;England;Premier League;E0;2022-2023;2023-06-05 00:00:00;Liverpool;Brentford;A Taylor;1.0;0.0;H;1.0;0.0;H;15.0;5.0;5.0;1.0;19.0;10.0;7.0;3.0;4.0;2.0;0.0;0.0
4143;England;Premier League;E0;2022-2023;2023-07-05 00:00:00;Newcastle;Arsenal;C Kavanagh;0.0;2.0;A;0.0;1.0;A;12.0;10.0;5.0;6.0;16.0;12.0;9.0;4.0;2.0;1.0;0.0;0.0
4144;England;Premier League;E0;2022-2023;2023-07-05 00:00:00;West Ham;Man United;P Bankes;1.0;0.0;H;1.0;0.0;H;15.0;19.0;4.0;4.0;4.0;9.0;5.0;6.0;0.0;2.0;0.0;0.0
4145;England;Premier League;E0;2022-2023;2023-08-05 00:00:00;Fulham;Leicester;R Jones;5.0;3.0;H;3.0;0.0;H;17.0;18.0;7.0;9.0;13.0;15.0;2.0;7.0;0.0;3.0;0.0;0.0
4146;England;Premier League;E0;2022-2023;2023-08-05 00:00:00;Brighton;Everton;S Hooper;1.0;5.0;A;0.0;3.0;A;23.0;10.0;5.0;5.0;11.0;13.0;15.0;1.0;1.0;5.0;0.0;0.0
4147;England;Premier League;E0;2022-2023;2023-08-05 00:00:00;Nott'm Forest;Southampton;M Oliver;4.0;3.0;H;3.0;1.0;H;9.0;19.0;4.0;5.0;16.0;10.0;2.0;11.0;1.0;0.0;0.0;0.0
4148;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Leeds;Newcastle;S Hooper;2.0;2.0;D;1.0;1.0;D;9.0;18.0;4.0;5.0;16.0;14.0;2.0;6.0;3.0;2.0;1.0;0.0
4149;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Aston Villa;Tottenham;P Bankes;2.0;1.0;H;1.0;0.0;H;8.0;5.0;4.0;2.0;9.0;14.0;8.0;3.0;3.0;3.0;0.0;0.0
4150;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Chelsea;Nott'm Forest;P Tierney;2.0;2.0;D;0.0;1.0;A;14.0;11.0;6.0;2.0;13.0;15.0;2.0;5.0;3.0;1.0;0.0;0.0
4151;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Crystal Palace;Bournemouth;M Salisbury;2.0;0.0;H;1.0;0.0;H;17.0;5.0;5.0;0.0;5.0;12.0;11.0;2.0;0.0;2.0;0.0;0.0
4152;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Man United;Wolves;J Brooks;2.0;0.0;H;1.0;0.0;H;27.0;5.0;9.0;0.0;9.0;9.0;11.0;7.0;3.0;2.0;0.0;0.0
4153;England;Premier League;E0;2022-2023;2023-05-13 00:00:00;Southampton;Fulham;T Bramall;0.0;2.0;A;0.0;0.0;D;5.0;9.0;1.0;4.0;17.0;12.0;1.0;8.0;2.0;0.0;0.0;0.0
4154;England;Premier League;E0;2022-2023;2023-05-14 00:00:00;Brentford;West Ham;M Oliver;2.0;0.0;H;2.0;0.0;H;24.0;4.0;10.0;4.0;5.0;5.0;7.0;5.0;1.0;0.0;0.0;0.0
4155;England;Premier League;E0;2022-2023;2023-05-14 00:00:00;Everton;Man City;A Taylor;0.0;3.0;A;0.0;2.0;A;7.0;9.0;3.0;4.0;12.0;4.0;8.0;6.0;1.0;0.0;0.0;0.0
4156;England;Premier League;E0;2022-2023;2023-05-14 00:00:00;Arsenal;Brighton;A Madley;0.0;3.0;A;0.0;0.0;D;14.0;12.0;2.0;6.0;13.0;17.0;5.0;2.0;1.0;2.0;0.0;0.0
4157;England;Premier League;E0;2022-2023;2023-05-15 00:00:00;Leicester;Liverpool;C Pawson;0.0;3.0;A;0.0;2.0;A;4.0;16.0;4.0;5.0;11.0;17.0;4.0;4.0;2.0;1.0;0.0;0.0
4158;England;Premier League;E0;2022-2023;2023-05-18 00:00:00;Newcastle;Brighton;R Jones;4.0;1.0;H;2.0;0.0;H;22.0;8.0;9.0;2.0;17.0;16.0;6.0;1.0;2.0;4.0;0.0;0.0
4159;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Tottenham;Brentford;J Gillett;1.0;3.0;A;1.0;0.0;H;22.0;11.0;8.0;4.0;11.0;9.0;8.0;2.0;1.0;1.0;0.0;0.0
4160;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Bournemouth;Man United;C Kavanagh;0.0;1.0;A;0.0;1.0;A;10.0;20.0;4.0;5.0;6.0;7.0;3.0;6.0;1.0;0.0;0.0;0.0
4161;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Fulham;Crystal Palace;J Smith;2.0;2.0;D;1.0;1.0;D;11.0;11.0;4.0;5.0;13.0;12.0;7.0;4.0;3.0;0.0;0.0;0.0
4162;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Liverpool;Aston Villa;J Brooks;1.0;1.0;D;0.0;1.0;A;10.0;6.0;5.0;3.0;16.0;13.0;9.0;4.0;3.0;5.0;0.0;0.0
4163;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Wolves;Everton;D Coote;1.0;1.0;D;1.0;0.0;H;13.0;19.0;5.0;4.0;18.0;10.0;1.0;7.0;5.0;1.0;0.0;0.0
4164;England;Premier League;E0;2022-2023;2023-05-20 00:00:00;Nott'm Forest;Arsenal;A Taylor;1.0;0.0;H;1.0;0.0;H;6.0;11.0;2.0;3.0;11.0;12.0;3.0;6.0;3.0;2.0;0.0;0.0
4165;England;Premier League;E0;2022-2023;2023-05-21 00:00:00;West Ham;Leeds;P Bankes;3.0;1.0;H;1.0;1.0;D;19.0;12.0;9.0;3.0;6.0;11.0;9.0;5.0;1.0;3.0;0.0;0.0
4166;England;Premier League;E0;2022-2023;2023-05-21 00:00:00;Brighton;Southampton;P Tierney;3.0;1.0;H;2.0;0.0;H;26.0;5.0;8.0;1.0;8.0;9.0;4.0;3.0;2.0;5.0;0.0;0.0
4167;England;Premier League;E0;2022-2023;2023-05-21 00:00:00;Man City;Chelsea;M Oliver;1.0;0.0;H;1.0;0.0;H;15.0;13.0;2.0;6.0;12.0;9.0;5.0;2.0;0.0;2.0;0.0;0.0
4168;England;Premier League;E0;2022-2023;2023-05-22 00:00:00;Newcastle;Leicester;A Marriner;0.0;0.0;D;0.0;0.0;D;23.0;1.0;4.0;1.0;9.0;5.0;12.0;1.0;2.0;0.0;0.0;0.0
4169;England;Premier League;E0;2022-2023;2023-05-24 00:00:00;Brighton;Man City;S Hooper;1.0;1.0;D;1.0;1.0;D;20.0;13.0;7.0;4.0;16.0;11.0;5.0;1.0;2.0;1.0;0.0;0.0
4170;England;Premier League;E0;2022-2023;2023-05-25 00:00:00;Man United;Chelsea;S Attwell;4.0;1.0;H;2.0;0.0;H;18.0;14.0;9.0;5.0;12.0;6.0;3.0;4.0;1.0;1.0;0.0;0.0
4171;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Arsenal;Wolves;A Marriner;5.0;0.0;H;3.0;0.0;H;14.0;6.0;8.0;0.0;8.0;11.0;8.0;4.0;0.0;0.0;0.0;0.0
4172;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Aston Villa;Brighton;D Coote;2.0;1.0;H;2.0;1.0;H;12.0;8.0;5.0;4.0;15.0;16.0;4.0;3.0;4.0;4.0;0.0;0.0
4173;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Brentford;Man City;J Brooks;1.0;0.0;H;0.0;0.0;D;11.0;17.0;4.0;3.0;12.0;8.0;3.0;4.0;4.0;0.0;0.0;0.0
4174;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Chelsea;Newcastle;J Gillett;1.0;1.0;D;1.0;1.0;D;22.0;13.0;5.0;4.0;9.0;11.0;10.0;3.0;0.0;0.0;0.0;0.0
4175;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Crystal Palace;Nott'm Forest;T Bramall;1.0;1.0;D;0.0;1.0;A;16.0;7.0;4.0;4.0;9.0;13.0;5.0;4.0;0.0;2.0;0.0;0.0
4176;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Everton;Bournemouth;S Attwell;1.0;0.0;H;0.0;0.0;D;13.0;7.0;6.0;2.0;11.0;12.0;9.0;3.0;1.0;3.0;0.0;0.0
4177;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Leeds;Tottenham;A Taylor;1.0;4.0;A;0.0;1.0;A;19.0;11.0;2.0;7.0;7.0;5.0;12.0;3.0;3.0;0.0;0.0;0.0
4178;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Leicester;West Ham;S Hooper;2.0;1.0;H;1.0;0.0;H;13.0;16.0;4.0;3.0;8.0;10.0;3.0;5.0;1.0;1.0;0.0;0.0
4179;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Man United;Fulham;R Jones;2.0;1.0;H;1.0;1.0;D;21.0;10.0;8.0;3.0;14.0;10.0;5.0;4.0;1.0;2.0;0.0;0.0
4180;England;Premier League;E0;2022-2023;2023-05-28 00:00:00;Southampton;Liverpool;D England;4.0;4.0;D;2.0;2.0;D;15.0;30.0;10.0;8.0;4.0;10.0;2.0;9.0;0.0;2.0;0.0;0.0
4181;England;Premier League;E0;2023-2024;2023-11-08 00:00:00;Burnley;Man City;C Pawson;0.0;3.0;A;0.0;2.0;A;6.0;17.0;1.0;8.0;11.0;8.0;6.0;5.0;0.0;0.0;1.0;0.0
4182;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Arsenal;Nott'm Forest;M Oliver;2.0;1.0;H;2.0;0.0;H;15.0;6.0;7.0;2.0;12.0;12.0;8.0;3.0;2.0;2.0;0.0;0.0
4183;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Bournemouth;West Ham;P Bankes;1.0;1.0;D;0.0;0.0;D;14.0;16.0;5.0;3.0;9.0;14.0;10.0;4.0;1.0;4.0;0.0;0.0
4184;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Brighton;Luton;D Coote;4.0;1.0;H;1.0;0.0;H;27.0;9.0;12.0;3.0;11.0;12.0;6.0;7.0;2.0;2.0;0.0;0.0
4185;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Everton;Fulham;S Attwell;0.0;1.0;A;0.0;0.0;D;19.0;9.0;9.0;2.0;12.0;6.0;10.0;4.0;0.0;2.0;0.0;0.0
4186;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Sheffield United;Crystal Palace;J Brooks;0.0;1.0;A;0.0;0.0;D;8.0;24.0;1.0;8.0;18.0;11.0;5.0;5.0;3.0;0.0;0.0;0.0
4187;England;Premier League;E0;2023-2024;2023-12-08 00:00:00;Newcastle;Aston Villa;A Madley;5.0;1.0;H;2.0;1.0;H;17.0;16.0;13.0;6.0;12.0;17.0;6.0;5.0;4.0;4.0;0.0;0.0
4188;England;Premier League;E0;2023-2024;2023-08-13 00:00:00;Brentford;Tottenham;R Jones;2.0;2.0;D;2.0;2.0;D;11.0;18.0;6.0;6.0;12.0;13.0;3.0;6.0;1.0;4.0;0.0;0.0
4189;England;Premier League;E0;2023-2024;2023-08-13 00:00:00;Chelsea;Liverpool;A Taylor;1.0;1.0;D;1.0;1.0;D;10.0;13.0;4.0;1.0;5.0;12.0;4.0;4.0;3.0;3.0;0.0;0.0
4190;England;Premier League;E0;2023-2024;2023-08-14 00:00:00;Man United;Wolves;S Hooper;1.0;0.0;H;0.0;0.0;D;15.0;23.0;3.0;6.0;14.0;10.0;8.0;7.0;2.0;3.0;0.0;0.0
4191;England;Premier League;E0;2023-2024;2023-08-18 00:00:00;Nott'm Forest;Sheffield United;P Bankes;2.0;1.0;H;1.0;0.0;H;16.0;7.0;4.0;3.0;5.0;9.0;6.0;7.0;2.0;3.0;0.0;0.0
4192;England;Premier League;E0;2023-2024;2023-08-19 00:00:00;Fulham;Brentford;D Bond;0.0;3.0;A;0.0;1.0;A;10.0;17.0;2.0;8.0;13.0;12.0;5.0;5.0;2.0;2.0;1.0;0.0
4193;England;Premier League;E0;2023-2024;2023-08-19 00:00:00;Liverpool;Bournemouth;T Bramall;3.0;1.0;H;2.0;1.0;H;26.0;13.0;10.0;5.0;11.0;13.0;10.0;2.0;1.0;3.0;1.0;0.0
4194;England;Premier League;E0;2023-2024;2023-08-19 00:00:00;Wolves;Brighton;A Madley;1.0;4.0;A;0.0;1.0;A;16.0;16.0;5.0;8.0;14.0;11.0;5.0;3.0;3.0;6.0;1.0;0.0
4195;England;Premier League;E0;2023-2024;2023-08-19 00:00:00;Tottenham;Man United;M Oliver;2.0;0.0;H;0.0;0.0;D;17.0;22.0;6.0;6.0;9.0;8.0;5.0;6.0;1.0;3.0;0.0;0.0
4196;England;Premier League;E0;2023-2024;2023-08-19 00:00:00;Man City;Newcastle;R Jones;1.0;0.0;H;1.0;0.0;H;14.0;7.0;4.0;1.0;12.0;11.0;3.0;0.0;1.0;5.0;0.0;0.0
4197;England;Premier League;E0;2023-2024;2023-08-20 00:00:00;Aston Villa;Everton;A Taylor;4.0;0.0;H;2.0;0.0;H;13.0;9.0;7.0;2.0;8.0;12.0;7.0;6.0;3.0;4.0;0.0;0.0
4198;England;Premier League;E0;2023-2024;2023-08-20 00:00:00;West Ham;Chelsea;J Brooks;3.0;1.0;H;1.0;1.0;D;12.0;17.0;6.0;4.0;12.0;9.0;3.0;9.0;2.0;3.0;1.0;0.0
4199;England;Premier League;E0;2023-2024;2023-08-21 00:00:00;Crystal Palace;Arsenal;D Coote;0.0;1.0;A;0.0;0.0;D;14.0;14.0;2.0;3.0;14.0;10.0;1.0;8.0;2.0;1.0;0.0;1.0
4200;England;Premier League;E0;2023-2024;2023-08-25 00:00:00;Chelsea;Luton;R Jones;3.0;0.0;H;1.0;0.0;H;19.0;11.0;8.0;1.0;15.0;12.0;6.0;4.0;2.0;3.0;0.0;0.0
4201;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Bournemouth;Tottenham;T Robinson;0.0;2.0;A;0.0;1.0;A;11.0;17.0;3.0;6.0;18.0;11.0;6.0;2.0;1.0;3.0;0.0;0.0
4202;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Arsenal;Fulham;P Tierney;2.0;2.0;D;0.0;1.0;A;19.0;8.0;11.0;3.0;6.0;5.0;8.0;3.0;0.0;3.0;0.0;1.0
4203;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Brentford;Crystal Palace;P Bankes;1.0;1.0;D;1.0;0.0;H;12.0;15.0;1.0;5.0;9.0;15.0;8.0;6.0;0.0;0.0;0.0;0.0
4204;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Everton;Wolves;C Pawson;0.0;1.0;A;0.0;0.0;D;15.0;11.0;7.0;2.0;10.0;14.0;7.0;0.0;3.0;4.0;0.0;0.0
4205;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Man United;Nott'm Forest;S Attwell;3.0;2.0;H;1.0;2.0;A;18.0;9.0;9.0;4.0;13.0;11.0;11.0;3.0;4.0;4.0;0.0;1.0
4206;England;Premier League;E0;2023-2024;2023-08-26 00:00:00;Brighton;West Ham;A Taylor;1.0;3.0;A;0.0;1.0;A;25.0;12.0;10.0;3.0;10.0;9.0;17.0;4.0;1.0;3.0;0.0;0.0
4207;England;Premier League;E0;2023-2024;2023-08-27 00:00:00;Burnley;Aston Villa;M Salisbury;1.0;3.0;A;0.0;2.0;A;9.0;16.0;2.0;6.0;12.0;11.0;4.0;6.0;2.0;0.0;0.0;0.0
4208;England;Premier League;E0;2023-2024;2023-08-27 00:00:00;Sheffield United;Man City;J Gillett;1.0;2.0;A;0.0;0.0;D;6.0;30.0;2.0;9.0;11.0;2.0;1.0;12.0;3.0;0.0;0.0;0.0
4209;England;Premier League;E0;2023-2024;2023-08-27 00:00:00;Newcastle;Liverpool;J Brooks;1.0;2.0;A;1.0;0.0;H;23.0;9.0;8.0;4.0;16.0;10.0;5.0;9.0;1.0;2.0;0.0;1.0
4210;England;Premier League;E0;2023-2024;2023-01-09 00:00:00;Luton;West Ham;P Tierney;1.0;2.0;A;0.0;1.0;A;16.0;9.0;1.0;3.0;8.0;13.0;9.0;6.0;1.0;1.0;0.0;0.0
4211;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Sheffield United;Everton;A Madley;2.0;2.0;D;2.0;1.0;H;13.0;16.0;8.0;6.0;11.0;13.0;4.0;6.0;1.0;2.0;0.0;0.0
4212;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Brentford;Bournemouth;R Madley;2.0;2.0;D;1.0;1.0;D;21.0;12.0;7.0;5.0;6.0;13.0;5.0;2.0;1.0;2.0;0.0;0.0
4213;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Burnley;Tottenham;D England;2.0;5.0;A;1.0;2.0;A;16.0;20.0;4.0;10.0;15.0;9.0;7.0;4.0;4.0;3.0;0.0;0.0
4214;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Chelsea;Nott'm Forest;T Robinson;0.0;1.0;A;0.0;0.0;D;21.0;7.0;2.0;3.0;10.0;9.0;8.0;0.0;3.0;4.0;0.0;0.0
4215;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Man City;Fulham;M Oliver;5.0;1.0;H;2.0;1.0;H;7.0;6.0;5.0;4.0;12.0;12.0;4.0;5.0;2.0;4.0;0.0;0.0
4216;England;Premier League;E0;2023-2024;2023-02-09 00:00:00;Brighton;Newcastle;S Attwell;3.0;1.0;H;1.0;0.0;H;15.0;9.0;6.0;2.0;14.0;17.0;5.0;3.0;4.0;4.0;0.0;0.0
4217;England;Premier League;E0;2023-2024;2023-03-09 00:00:00;Crystal Palace;Wolves;R Jones;3.0;2.0;H;0.0;0.0;D;16.0;12.0;11.0;4.0;12.0;12.0;4.0;2.0;1.0;3.0;0.0;0.0
4218;England;Premier League;E0;2023-2024;2023-03-09 00:00:00;Liverpool;Aston Villa;S Hooper;3.0;0.0;H;2.0;0.0;H;17.0;9.0;4.0;3.0;12.0;7.0;7.0;3.0;0.0;1.0;0.0;0.0
4219;England;Premier League;E0;2023-2024;2023-03-09 00:00:00;Arsenal;Man United;A Taylor;3.0;1.0;H;1.0;1.0;D;17.0;10.0;5.0;2.0;8.0;7.0;12.0;3.0;2.0;3.0;0.0;0.0
4220;England;Premier League;E0;2023-2024;2023-09-16 00:00:00;Wolves;Liverpool;M Oliver;1.0;3.0;A;1.0;0.0;H;11.0;16.0;2.0;6.0;10.0;4.0;4.0;4.0;1.0;3.0;0.0;0.0
4221;England;Premier League;E0;2023-2024;2023-09-16 00:00:00;Aston Villa;Crystal Palace;D England;3.0;1.0;H;0.0;0.0;D;16.0;6.0;5.0;3.0;13.0;9.0;4.0;2.0;5.0;3.0;0.0;0.0
4222;England;Premier League;E0;2023-2024;2023-09-16 00:00:00;Fulham;Luton;M Salisbury;1.0;0.0;H;0.0;0.0;D;13.0;7.0;2.0;2.0;6.0;14.0;6.0;2.0;2.0;2.0;0.0;0.0
4223;England;Premier League;E0;2023-2024;2023-09-16 00:00:00;Man United;Brighton;J Gillett;1.0;3.0;A;0.0;1.0;A;14.0;10.0;4.0;8.0;8.0;9.0;8.0;1.0;2.0;2.0;0.0;0.0
